"","gene_symbol","L1","L2","L3","L4","L5","L6","WM"
"10661","NDUFS5",9.34368142728404,9.49772797244051,9.51391404007023,9.54383592909389,9.45322233375651,9.32496815004373,8.86206398076599
"10662","NDUFS6",8.00236481277748,7.84228722191337,7.8857522285029,7.9717431797735,7.90002710210199,7.87985650216985,7.78305269540102
"10663","NDUFS7",8.14842004818681,8.00550404235858,8.1280856693897,8.21490089967841,8.07912890561403,8.02545613592401,8.51697061171061
"10664","NDUFS8",8.25883300678111,8.14470173424507,8.16326732808261,8.23284525923013,8.11967456149455,8.00694874303832,7.7358070159183
"10665","NDUFV1",8.09536689939829,8.19472818251036,8.32396493344282,8.40381864862234,8.33526370042075,8.29560740117743,7.87604952687911
"10666","NDUFV2",7.68295215276061,7.64695903360955,7.8571294264654,8.01238134963847,7.88693215060382,7.72852495191963,7.5461691124479
"10667","NDUFV2-AS1",1.95177946784947,1.8166624894266,2.29188026117184,2.1825125088527,2.31224561850264,2.30184713581449,2.25376522227468
"10668","NDUFV3",7.20399659189167,7.06256040346499,7.30059744260286,7.35910834983493,7.18243259466472,6.980223771159,6.66890147333066
"10669","NEAT1",7.42699999711723,6.70582441422987,6.74590873822357,6.89668885131842,6.88111033074033,7.23999122145789,7.99050255939993
"10670","NEB",1.25325744628461,0.691786761453441,0.65017430728977,1.27170939775059,-0.157331201194215,-0.179169595665763,0.421599245412984
"10671","NEBL",7.04601753329825,6.55388966417926,6.72422640174216,6.64045001875132,6.59855413783678,6.48743009115895,6.52068045447289
"10672","NEBL-AS1",3.47815107926468,3.02197395414927,2.74796547276442,2.76494135886696,2.33004782912047,2.60229982663193,2.45388179127937
"10673","NECAB1",7.51628808811197,8.3683685041564,8.55236162581978,8.35022311192905,7.98955793290445,8.21021329139045,7.92180044491514
"10674","NECAB2",7.31577503885025,7.29985704989781,6.88421791947628,6.24523678316095,5.86253149176686,6.15902499680313,5.47216004281369
"10675","NECAB3",6.23141779095747,6.44105123372764,6.41594008248843,6.64045001875132,6.38949392174143,6.31573296177623,5.71563498629369
"10676","NECAP1",6.51283879800512,7.10903007502114,7.01077107433771,7.10727610354982,7.27724284544658,6.98377718018979,6.17359738027187
"10677","NECAP2",4.56165213212916,3.7070284003637,3.62490903340363,3.88418778674566,3.57708696715664,4.01255388891178,4.94433347266882
"10678","NECTIN1",5.74034142317921,6.32873711805346,6.2239004356922,5.91455544596012,6.20162242457425,6.20440235081419,6.56460568440701
"10679","NECTIN2",5.92441874061949,4.99080133119441,4.8861242306617,5.09966832515641,5.05885061461273,5.06041071449584,5.07662578050357
"10680","NECTIN3",4.08185771654398,5.09393109691283,4.78625944090501,4.25916178679678,3.82319932414135,3.78164758030008,3.24794024954644
"10681","NECTIN4",1.89531874844385,1.39235434137128,1.7746298409766,1.85190471532478,1.66824525106344,2.33189818309525,1.97869535964785
"10682","NEDD1",2.37983303076127,1.39235434137128,1.49827582074729,1.49206066916713,1.35706233234396,1.88184006818866,2.21753742977052
"10683","NEDD4",1.83655809063501,0.788669888554356,0.88899707094834,0.913212975018583,0.913276776062313,1.40467571140288,2.42239781629313
"10684","NEDD4L",6.37511370070335,6.95838085437295,6.71993648320866,6.53075172340298,6.57821515823943,6.72109997165321,6.2132327527517
"10685","NEDD8",8.7777237405061,8.82082839625854,8.90713652783083,8.96976501578802,8.92411940321998,8.7378456416605,8.38793465809693
"10686","NEDD9",3.47815107926468,3.1910203609404,3.70696490470719,3.62938253849782,3.39456661537739,3.97495952252552,3.11639629315932
"10687","NEFH",6.01663392134144,5.81680539914351,7.13228716879409,8.32594750159131,7.33348352139803,6.49575006000203,5.38501547921445
"10688","NEFL",9.04999689075073,9.2827573430852,10.2242458584853,10.6611038052315,10.263282984357,9.87961338863513,8.63197031897386
"10689","NEFM",7.75512454239786,7.71556297203326,8.96002169288055,9.5350816533815,8.83887018762127,8.29179012671334,7.15297416527934
"10690","NEGR1",6.78753245647187,7.50981054250926,7.5903395101552,7.52433413887761,7.53111587024542,7.29059987908395,6.64010843420236
"10691","NEIL1",4.46797145301669,4.08631205339911,4.14863970336736,4.34651872218594,4.28683940753055,4.32048013497968,3.86648472653402
"10692","NEIL2",5.79151240331692,6.08347420318872,5.72850011844903,5.78849888182704,5.80640911889735,5.74713404652775,5.33938629915211
"10693","NEIL3",-0.731871367012054,-0.723804936509733,-1.82482953933447,-0.284976144467761,-1.30984460539684,-0.359518506355419,-0.667062281577261
"10694","NEK1",4.33631707600723,3.61754744915458,3.87689304904516,3.84472427392629,3.972345360752,3.94610656061918,4.20856802367116
"10695","NEK10",2.00611353054922,2.10703203036535,1.92531946023323,1.85190471532478,1.61114799154264,1.66289609537006,1.40075007905108
"10696","NEK11",3.83406171122413,3.22604036022813,3.62490903340363,3.84472427392629,4.40912261137887,3.38288497557614,2.85856635116051
"10697","NEK2",2.97769521279151,3.32627165973487,3.33743380722658,2.51972404522616,2.31224561850264,1.7544978176803,1.6923117214759
"10698","NEK3",2.74189589126047,1.90575516139821,2.11499266009209,2.09552423214502,2.39913804785398,2.8508376177737,4.60192886444841
"10699","NEK4",4.77226279351708,4.75938431061421,4.45155143610793,4.1873608532286,4.45851489148488,4.44943559042754,4.30667253724002
"10700","NEK5",1.06132400690519,0.476004447570569,0.328187367686365,-0.0685965883760524,-0.260121594637392,0.941915162386442,1.19255804478213
"10701","NEK6",4.66658639544216,4.23984217791289,4.25446163243206,4.17680552469218,4.3004480738788,4.38639822050048,4.03208139751317
"10702","NEK7",4.96974440653069,4.39407387418602,4.64134972149086,4.70346891086931,4.8587670980792,5.08267428971763,6.1877110062694
"10703","NEK8",1.57418865708444,0.964862574609402,0.76122305468901,1.01152775888701,0.959757506505033,1.56508155995849,1.40075007905108
"10704","NEK9",4.56165213212916,4.3785938896317,4.26627754053831,3.94765227831938,4.06561726422213,4.37200783738992,5.03559729281067
"10705","NELFA",4.71632357694049,4.75339544809392,4.65938382818617,4.53186984546833,4.40492923029613,4.44943559042754,4.93320687597856
"10706","NELFB",6.21996902985012,5.93263673674354,6.08202716922459,6.12958694151921,6.16737406039409,6.23454290081896,6.11325758992658
"10707","NELFCD",5.26538325610929,4.94424150051335,5.04820146004339,5.12734094498811,5.2368957133334,5.12190289317724,5.58309882271831
"10708","NELFE",6.1880082600324,5.92199727948862,5.9672735631516,5.97672609268693,6.06611694268137,6.09036436276742,6.49820592591322
"10709","NELL1",5.85209810770497,6.78428415042364,6.57498079106685,6.84762287065339,7.05643066108713,7.00374950107293,5.65258532232589
"10710","NELL2",7.64064306816278,8.48228513523528,8.49752864260751,8.52580092007947,8.58642598473034,8.6969381857168,7.42927047621008
"10711","NEMF",6.21132243921569,6.1024449289732,6.04272148169293,6.0127818309765,6.00232100260034,6.03663565537495,6.37615849205663
"10712","NEMP1",2.86460768660452,2.5277256054673,2.30109927166001,2.61662914521828,2.16131935481036,2.50013731343652,2.99323340417417
"10713","NEMP2",0.714952152062261,0.0762737628969668,0.00618571352855954,0.1195223373985,0.193256081994691,1.01782452056061,1.03494474840686
"10714","NENF",8.18788606986231,7.94701438824963,7.96329113734032,8.08191599994565,8.00245154159775,8.32111314985159,9.18147252158756
"10715","NEO1",4.92813641128131,5.09393109691283,4.94758910839328,4.98334331726521,5.06948723687221,5.35926137566983,6.47729211320602
"10716","NEPRO",4.53418106809692,4.69209840468339,4.49437711783272,4.75404935797303,4.64073271213548,4.7118874810123,4.71018600169031
"10717","NES",4.23758058963124,3.64368472918414,3.4159097999165,3.48283958789634,3.33410045062301,3.74860981070748,4.34075521541558
"10718","NET1",5.1969572029501,4.9805837814782,4.87072699167544,4.67374913246398,4.82777627768234,5.2094897005994,5.05625738176227
"10719","NETO1",4.05633514953654,4.83505831833274,4.42227801248072,4.51520843272759,4.59729016070715,5.13047737713248,3.91253516644081
"10720","NETO2",5.42845104710325,6.03492644981228,5.82512913446272,5.34567119530255,5.70943069486978,5.64011373603086,4.58780717838811
"10721","NEU1",5.70382124423381,5.60699154674493,5.71390556689435,5.78502819281412,5.74635856063632,5.76100595751249,5.30527088034156
"10722","NEU3",3.18031433187415,3.27702628170323,3.4453114145215,3.37616155968144,3.53932607977311,3.77071883823152,3.07649895396638
"10723","NEU4",3.08255895472171,2.71193677720897,2.94902014447375,3.31971083267863,3.15592715053017,3.16648446690068,4.02161376352147
