"","gene_symbol","L1","L2","L3","L4","L5","L6","WM"
"14062","FAM83F",3.4332375609325,1.80258434263974,1.82527165392145,1.60060908511052,2.04111586691108,2.91730239548035,2.3761646919748
"14063","TNRC6B",47.7667834564522,62.8651289495609,47.2367715954498,38.6813862235043,42.1830612494957,40.7380441654577,41.4640738749603
"14064","ADSL",21.0472389604993,20.842381461772,21.147975024745,24.5426726383613,23.4419064714939,22.5049041937055,17.7024269552123
"14065","SGSM3",39.8554099464773,44.0506548732586,39.6209829704672,40.9489157607442,39.7089814108156,39.2793929677175,31.0089492302712
"14066","MRTFA",34.4816468076264,40.1075016237342,37.9530623211942,37.0807771383937,36.9874935882675,40.3212866803891,32.1970315762586
"14067","MCHR1",16.4198318131555,22.3069812401668,21.2109154266044,18.1402362979192,19.7926387094408,15.420026947539,8.55419289110928
"14068","SLC25A17",21.7935949520063,27.602072746671,25.774094561408,24.942824909639,27.3385822174151,26.151532188056,26.7318527847165
"14069","ST13",201.665388905209,175.977296450204,172.739932903014,186.737726596227,193.225635400916,175.142333100088,240.46786682785
"14070","XPNPEP3",14.1807638386343,10.3648599701785,10.6054577133022,11.0708795053478,11.8755832256645,14.7948907199361,17.2271940168173
"14071","RBX1",237.938290092453,232.420718679111,247.733421718442,256.497605888961,248.892431771218,237.030819632778,253.180347929915
"14072","EP300",31.9440364365024,31.8832105604404,28.7008232478682,24.6760567287872,29.5652540722272,28.5478877272006,33.0286892184497
"14073","L3MBTL2",45.6769866802324,51.2609922438176,50.6984936977146,51.7530270852402,53.2545685275891,51.1569812921732,34.2167715644371
"14074","CHADL",20.3008829689922,20.504396897527,16.2071534787852,20.4077658351591,19.1122667538038,31.8819476077495,114.887562856982
"14075","RANGAP1",159.272368587608,196.143708783487,204.996888855936,217.015915122901,220.193105642529,208.170363791776,177.024269552123
"14076","ZC3H7B",64.6344288645119,55.9927761432469,58.4401631264159,67.4923497554936,66.6764516524287,60.3256459636829,63.8000219795234
