gene_symbol,entrez_id,region,expression_level,marker_annotation,original_annotation
CALY,50632,V1,+++++,NA,ubiquitous+oligodendrocyte
CALY,50632,V2,+++++,NA,ubiquitous+oligodendrocyte
CALY,50632,Temporal,+++++,NA,NA
CAMK2A,815,V1,+++++,NA,ubiquitous
CAMK2A,815,V2,+++++,NA,ubiquitous
CAMK2A,815,Temporal,+++++,NA,ubiquitous
CAMK4,814,V1,+++,NA,"layer 2/3,6"
CAMK4,814,V2,+++,NA,ubiquitous(6)
CAMK4,814,Temporal,+++,NA,ubiquitous(6)
CAMKK2,10645,V1,+++++,NA,"ubiquitous(2/3,5/6)"
CAMKK2,10645,V2,+++++,NA,ubiquitous
CAMKK2,10645,Temporal,+++++,NA,ubiquitous
CARTPT,9607,V1,++++,layer 2,layer 2(/3)+sparse(6)
CARTPT,9607,V2,++++,layer 2,layer 2(/3)
CARTPT,9607,Temporal,++++,layer 2,layer 2(/3)
CARTPT,9607,V1,++++,layer 2,layer 2(/3)+sparse(6)
CARTPT,9607,V2,++++,layer 2,layer 2(/3)
CARTPT,9607,Temporal,++++,layer 2,layer 2(/3)
CARTPT,9607,V1,++++,layer 3,layer 2(/3)+sparse(6)
CARTPT,9607,V2,++++,layer 3,layer 2(/3)
CARTPT,9607,Temporal,++++,layer 3,layer 2(/3)
CARTPT,9607,V1,++++,layer 3,layer 2(/3)+sparse(6)
CARTPT,9607,V2,++++,layer 3,layer 2(/3)
CARTPT,9607,Temporal,++++,layer 3,layer 2(/3)
CASP1,834,V1,+,NA,ubiquitous
CASP1,834,V2,+,NA,ubiquitous
CASP1,834,Temporal,+,NA,NA
CASP3,836,V1,+,NA,ubiquitous
CASP3,836,V2,+,NA,ubiquitous
CASP3,836,Temporal,+,NA,NA
CASP7,840,V1,-,NA,none
CASP7,840,V2,-,NA,none
CASP7,840,Temporal,-,NA,NA
CASP8,841,V1,+,NA,ubiquitous
CASP8,841,V2,+,NA,ubiquitous
CASP8,841,Temporal,+,NA,NA
CBLN2,147381,V1,++++,layer 2,"layer 2/3,(5)/6"
CBLN2,147381,V2,++++,layer 2,"layer 2/3,6"
CBLN2,147381,Temporal,++++,layer 2,"layer 2/3,6"
CBLN2,147381,V1,++++,layer 2,"layer 2/3,(5)/6"
CBLN2,147381,V2,++++,layer 2,"layer 2/3,6"
CBLN2,147381,Temporal,++++,layer 2,"layer 2/3,6"
CBLN2,147381,V1,++++,layer 2,"layer 2/3,(5)/6"
CBLN2,147381,V2,++++,layer 2,"layer 2/3,6"
CBLN2,147381,Temporal,++++,layer 2,"layer 2/3,6"
CBLN2,147381,V1,++++,layer 3,"layer 2/3,(5)/6"
CBLN2,147381,V2,++++,layer 3,"layer 2/3,6"
CBLN2,147381,Temporal,++++,layer 3,"layer 2/3,6"
CBLN2,147381,V1,++++,layer 3,"layer 2/3,(5)/6"
CBLN2,147381,V2,++++,layer 3,"layer 2/3,6"
CBLN2,147381,Temporal,++++,layer 3,"layer 2/3,6"
CBLN2,147381,V1,++++,layer 3,"layer 2/3,(5)/6"
CBLN2,147381,V2,++++,layer 3,"layer 2/3,6"
CBLN2,147381,Temporal,++++,layer 3,"layer 2/3,6"
CBLN2,147381,V1,++++,layer 6,"layer 2/3,(5)/6"
CBLN2,147381,V2,++++,layer 6,"layer 2/3,6"
CBLN2,147381,Temporal,++++,layer 6,"layer 2/3,6"
CBLN2,147381,V1,++++,layer 6,"layer 2/3,(5)/6"
CBLN2,147381,V2,++++,layer 6,"layer 2/3,6"
CBLN2,147381,Temporal,++++,layer 6,"layer 2/3,6"
CBLN2,147381,V1,++++,layer 6,"layer 2/3,(5)/6"
CBLN2,147381,V2,++++,layer 6,"layer 2/3,6"
CBLN2,147381,Temporal,++++,layer 6,"layer 2/3,6"
CC2D1A,54862,V1,+++++,NA,ubiquitous
CC2D1A,54862,V2,+++++,NA,ubiquitous
CC2D1A,54862,Temporal,+++++,NA,NA
CCDC141,285025,V1,-,NA,none
CCDC141,285025,V2,-,NA,none
CCDC141,285025,Temporal,-,NA,none
CCK,885,V1,+++++,layer 2,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 2,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 2,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 2,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 2,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 2,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 2,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 2,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 2,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 2,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 2,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 2,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 3,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 3,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 3,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 3,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 3,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 3,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 3,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 3,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 3,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 3,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 3,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 3,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 5,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 5,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 5,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 5,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 5,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 5,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 5,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 5,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 5,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 5,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 5,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 5,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 6,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 6,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 6,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 6,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 6,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 6,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 6,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 6,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 6,"layer 1,2/3,5,6"
CCK,885,V1,+++++,layer 6,"layer 1,2/3,5/6"
CCK,885,V2,+++++,layer 6,"layer 1,2/3,5,6"
CCK,885,Temporal,+++++,layer 6,"layer 1,2/3,5,6"
CCKAR,886,V1,+++,NA,scattered
CCKAR,886,V2,+++,NA,scattered
CCKAR,886,Temporal,+++,NA,scattered
CCKBR,887,V1,++,NA,ubiquitous
CCKBR,887,V2,++,NA,ubiquitous
CCKBR,887,Temporal,++,NA,ubiquitous
CDH13,1012,V1,+++++,interneuron,scattered
CDH13,1012,V2,+++++,interneuron,scattered
CDH13,1012,Temporal,+++++,interneuron,scattered
CDH13,1012,V1,+++++,interneuron,scattered
CDH13,1012,V2,+++++,interneuron,scattered
CDH13,1012,Temporal,+++++,interneuron,scattered
CDH13,1012,V1,+++++,layer 2,scattered
CDH13,1012,V2,+++++,layer 2,scattered
CDH13,1012,Temporal,+++++,layer 2,scattered
CDH13,1012,V1,+++++,layer 2,scattered
CDH13,1012,V2,+++++,layer 2,scattered
CDH13,1012,Temporal,+++++,layer 2,scattered
CDH24,64403,V1,++++,layer 6,layer 6
CDH24,64403,V2,++++,layer 6,layer 6
CDH24,64403,Temporal,++++,layer 6,layer 6
CDH7,1005,V1,+++,interneuron,scattered
CDH7,1005,V2,+++,interneuron,scattered
CDH7,1005,Temporal,+++,interneuron,scattered
CDK5,1020,V1,+++,NA,scattered+ubiquitous
CDK5,1020,V2,+++,NA,scattered+ubiquitous
CDK5,1020,Temporal,+++,NA,scattered+ubiquitous
CDK5R1,8851,V1,++++,NA,"ubiquitous(2/3,5/6)"
CDK5R1,8851,V2,++++,NA,"ubiquitous(2/3,5,6)"
CDK5R1,8851,Temporal,++++,NA,"ubiquitous(2/3,5,6)"
CDK5R2,8941,V1,++++,NA,ubiquitous
CDK5R2,8941,V2,++++,NA,ubiquitous
CDK5R2,8941,Temporal,++++,NA,NA
CDK5RAP1,51654,V1,+++,NA,ubiquitous
CDK5RAP1,51654,V2,+++,NA,ubiquitous
CDK5RAP1,51654,Temporal,+++,NA,NA
CDK5RAP2,55755,V1,+++,NA,scattered
CDK5RAP2,55755,V2,+++,NA,scattered
CDK5RAP2,55755,Temporal,+++,NA,NA
CDK5RAP3,80279,V1,+++++,NA,ubiquitous
CDK5RAP3,80279,V2,+++++,NA,ubiquitous
CDK5RAP3,80279,Temporal,+++++,NA,NA
CDKL5,6792,V1,+++,NA,"ubiquitous(2/3,4C,5/6)"
CDKL5,6792,V2,+++,NA,ubiquitous
CDKL5,6792,Temporal,+++,NA,ubiquitous
CENPJ,55835,V1,+++,NA,scattered+ubiquitous
CENPJ,55835,V2,+++,NA,scattered+ubiquitous
CENPJ,55835,Temporal,+++,NA,NA
CEP290,80184,V1,++,NA,ubiquitous
CEP290,80184,V2,++,NA,ubiquitous
CEP290,80184,Temporal,++,NA,NA
CERK,64781,V1,+++++,interneuron,scattered+ubiquitous
CERK,64781,V2,+++++,interneuron,scattered+ubiquitous
CERK,64781,Temporal,+++++,interneuron,scattered+ubiquitous
CFC1,55997,V1,++++,NA,ubiquitous
CFC1,55997,V2,++++,NA,ubiquitous
CFC1,55997,Temporal,++++,NA,NA
CFTR,1080,V1,+,NA,ubiquitous
CFTR,1080,V2,+,NA,ubiquitous
CFTR,1080,Temporal,+,NA,NA
CHEK1,1111,V1,-,NA,none
CHEK1,1111,V2,-,NA,none
CHEK1,1111,Temporal,-,NA,NA
CHRM1,1128,V1,+++,NA,ubiquitous
CHRM1,1128,V2,+++,NA,ubiquitous
CHRM1,1128,Temporal,+++,NA,ubiquitous
CHRM2,1129,V1,++++,NA,"layer 4C,(5/6)"
CHRM2,1129,V2,++++,NA,scattered(5/6)
CHRM2,1129,Temporal,++++,NA,scattered(5/6)
CHRM3,1131,V1,+++,NA,"layer 2/3,4C,5/6"
CHRM3,1131,V2,+++,NA,"layer 2/3,5,6"
CHRM3,1131,Temporal,+++,NA,"layer 2/3,5,6"
CHRM4,1132,V1,++++,NA,ubiquitous
CHRM4,1132,V2,++++,NA,ubiquitous
CHRM4,1132,Temporal,++++,NA,NA
CHRM5,1133,V1,+,NA,ubiquitous
CHRM5,1133,V2,+,NA,ubiquitous
CHRM5,1133,Temporal,+,NA,ubiquitous
CHRNA10,57053,V1,-,NA,none
CHRNA10,57053,V2,-,NA,none
CHRNA10,57053,Temporal,-,NA,NA
CHRNA3,1136,V1,+++,layer 4,layer 4C
CHRNA3,1136,V2,+++,layer 4,sparse to none
CHRNA3,1136,Temporal,+++,layer 4,sparse to none
CHRNA4,1137,V1,+++,NA,"ubiquitous(5,6)"
CHRNA4,1137,V2,+++,NA,ubiquitous
CHRNA4,1137,Temporal,+++,NA,ubiquitous
CHRNA5,1138,V1,++,NA,sparse
CHRNA5,1138,V2,++,NA,sparse
CHRNA5,1138,Temporal,++,NA,sparse
CHRNA6,8973,V1,+,NA,sparse to none
CHRNA6,8973,V2,+,NA,ubiquitous
CHRNA6,8973,Temporal,+,NA,layer 2/3
CHRNA7,1139,V1,+++,interneuron,sparse(1)+layer 2/3
CHRNA7,1139,V2,+++,interneuron,sparse(1)+layer 2/3
CHRNA7,1139,Temporal,+++,interneuron,sparse(1)+layer 2/3
CHRNA7,1139,V1,+++,interneuron,sparse(1)+layer 2/3
CHRNA7,1139,V2,+++,interneuron,sparse(1)+layer 2/3
CHRNA7,1139,Temporal,+++,interneuron,sparse(1)+layer 2/3
CHRNA7,1139,V1,+++,interneuron,sparse(1)+layer 2/3
CHRNA7,1139,V2,+++,interneuron,sparse(1)+layer 2/3
CHRNA7,1139,Temporal,+++,interneuron,sparse(1)+layer 2/3
CHRNA7,1139,V1,+++,layer 1,sparse(1)+layer 2/3
CHRNA7,1139,V2,+++,layer 1,sparse(1)+layer 2/3
CHRNA7,1139,Temporal,+++,layer 1,sparse(1)+layer 2/3
CHRNA7,1139,V1,+++,layer 1,sparse(1)+layer 2/3
CHRNA7,1139,V2,+++,layer 1,sparse(1)+layer 2/3
CHRNA7,1139,Temporal,+++,layer 1,sparse(1)+layer 2/3
CHRNA7,1139,V1,+++,layer 1,sparse(1)+layer 2/3
CHRNA7,1139,V2,+++,layer 1,sparse(1)+layer 2/3
CHRNA7,1139,Temporal,+++,layer 1,sparse(1)+layer 2/3
CHRNA7,1139,V1,+++,layer 2,sparse(1)+layer 2/3
CHRNA7,1139,V2,+++,layer 2,sparse(1)+layer 2/3
CHRNA7,1139,Temporal,+++,layer 2,sparse(1)+layer 2/3
CHRNA7,1139,V1,+++,layer 2,sparse(1)+layer 2/3
CHRNA7,1139,V2,+++,layer 2,sparse(1)+layer 2/3
CHRNA7,1139,Temporal,+++,layer 2,sparse(1)+layer 2/3
CHRNA7,1139,V1,+++,layer 2,sparse(1)+layer 2/3
CHRNA7,1139,V2,+++,layer 2,sparse(1)+layer 2/3
CHRNA7,1139,Temporal,+++,layer 2,sparse(1)+layer 2/3
CHRNA9,55584,V1,-,NA,none
CHRNA9,55584,V2,-,NA,none
CHRNA9,55584,Temporal,-,NA,none
CHRNB2,1141,V1,++,NA,ubiquitous
CHRNB2,1141,V2,++,NA,ubiquitous
CHRNB2,1141,Temporal,++,NA,ubiquitous
CHRNB3,1142,V1,++,NA,sparse
CHRNB3,1142,V2,++,NA,sparse
CHRNB3,1142,Temporal,++,NA,sparse
CHRNB4,1143,V1,++,NA,ubiquitous
CHRNB4,1143,V2,++,NA,ubiquitous
CHRNB4,1143,Temporal,++,NA,NA
CHRND,1144,V1,-,NA,none
CHRND,1144,V2,-,NA,none
CHRND,1144,Temporal,-,NA,none
CHRNE,1145,V1,-,NA,none
CHRNE,1145,V2,-,NA,none
CHRNE,1145,Temporal,-,NA,none
CHRNG,1146,V1,-,NA,none
CHRNG,1146,V2,-,NA,none
CHRNG,1146,Temporal,-,NA,none
CIT,11113,V1,++++,NA,ubiquitous
CIT,11113,V2,++++,NA,ubiquitous
CIT,11113,Temporal,++++,NA,ubiquitous
CLCA1,1179,V1,-,NA,none
CLCA1,1179,V2,-,NA,none
CLCA1,1179,Temporal,-,NA,none
CLCA2,9635,V1,-,NA,none
CLCA2,9635,V2,-,NA,none
CLCA2,9635,Temporal,-,NA,none
CLCA3P,9629,V1,-,NA,none
CLCA3P,9629,V2,-,NA,none
CLCA3P,9629,Temporal,-,NA,NA
CLCA4,22802,V1,-,NA,none
CLCA4,22802,V2,-,NA,none
CLCA4,22802,Temporal,-,NA,NA
CLCN1,1180,V1,+,NA,ubiquitous
CLCN1,1180,V2,+,NA,ubiquitous
CLCN1,1180,Temporal,+,NA,NA
CLCN2,1181,V1,++++,NA,scattered
CLCN2,1181,V2,++++,NA,scattered
CLCN2,1181,Temporal,++++,NA,scattered
CLCN3,1182,V1,+++,NA,ubiquitous
CLCN3,1182,V2,+++,NA,ubiquitous
CLCN3,1182,Temporal,+++,NA,NA
CLCN4,1183,V1,+++,NA,ubiquitous
CLCN4,1183,V2,+++,NA,ubiquitous
CLCN4,1183,Temporal,+++,NA,NA
CLCN5,1184,V1,-,NA,none
CLCN5,1184,V2,-,NA,none
CLCN5,1184,Temporal,-,NA,none
CLCN6,1185,V1,++,NA,ubiquitous
CLCN6,1185,V2,++,NA,ubiquitous
CLCN6,1185,Temporal,++,NA,NA
CLCN7,1186,V1,+++,NA,ubiquitous
CLCN7,1186,V2,+++,NA,ubiquitous
CLCN7,1186,Temporal,+++,NA,NA
CLCNKA,1187,V1,-,NA,none
CLCNKA,1187,V2,-,NA,none
CLCNKA,1187,Temporal,-,NA,NA
CLCNKB,1188,V1,+,NA,ubiquitous
CLCNKB,1188,V2,+,NA,ubiquitous
CLCNKB,1188,Temporal,+,NA,NA
CLDN5,7122,V1,+++++,vascular endothelial cell,VEC
CLDN5,7122,V2,+++++,vascular endothelial cell,VEC
CLDN5,7122,Temporal,+++++,vascular endothelial cell,VEC
CLIC1,1192,V1,+++,NA,scattered+VEC
CLIC1,1192,V2,+++,NA,scattered+VEC
CLIC1,1192,Temporal,+++,NA,scattered+VEC
CLIC2,1193,V1,-,NA,none
CLIC2,1193,V2,-,NA,none
CLIC2,1193,Temporal,-,NA,NA
CLIC3,9022,V1,+++++,NA,ubiquitous
CLIC3,9022,V2,+++++,NA,ubiquitous
CLIC3,9022,Temporal,+++++,NA,NA
CLIC4,25932,V1,+,NA,sparse to none
CLIC4,25932,V2,+,NA,sparse to none
CLIC4,25932,Temporal,+,NA,sparse to none
CLIC5,53405,V1,+,NA,sparse to none
CLIC5,53405,V2,+,NA,sparse to none
CLIC5,53405,Temporal,+,NA,sparse to none
CLIC6,54102,V1,-,NA,none
CLIC6,54102,V2,-,NA,none
CLIC6,54102,Temporal,-,NA,none
CLN8,2055,V1,+,NA,ubiquitous
CLN8,2055,V2,+,NA,ubiquitous
CLN8,2055,Temporal,+,NA,NA
CLNS1A,1207,V1,+,NA,ubiquitous
CLNS1A,1207,V2,+,NA,ubiquitous
CLNS1A,1207,Temporal,+,NA,ubiquitous
CLOCK,9575,V1,++,NA,ubiquitous
CLOCK,9575,V2,++,NA,ubiquitous
CLOCK,9575,Temporal,++,NA,ubiquitous
CNGA1,1259,V1,-,NA,none
CNGA1,1259,V2,-,NA,none
CNGA1,1259,Temporal,-,NA,NA
CNGA2,1260,V1,-,NA,none
CNGA2,1260,V2,-,NA,none
CNGA2,1260,Temporal,-,NA,NA
CNGA4,1262,V1,-,NA,none
CNGA4,1262,V2,-,NA,none
CNGA4,1262,Temporal,-,NA,NA
CNGB3,54714,V1,-,NA,none
CNGB3,54714,V2,-,NA,none
CNGB3,54714,Temporal,-,NA,NA
CNP,1267,V1,+++++,oligodendrocyte,ubiquitous+oligodendrocyte
CNP,1267,V2,+++++,oligodendrocyte,ubiquitous+oligodendrocyte
CNP,1267,Temporal,+++++,oligodendrocyte,ubiquitous+oligodendrocyte
CNR1,1268,V1,+++++,interneuron,"scattered(1,2+)"
CNR1,1268,V2,+++++,interneuron,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,interneuron,"scattered(1,2+)"
CNR1,1268,V1,+++++,interneuron,"scattered(1,2+)"
CNR1,1268,V2,+++++,interneuron,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,interneuron,"scattered(1,2+)"
CNR1,1268,V1,+++++,interneuron,"scattered(1,2+)"
CNR1,1268,V2,+++++,interneuron,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,interneuron,"scattered(1,2+)"
CNR1,1268,V1,+++++,interneuron,"scattered(1,2+)"
CNR1,1268,V2,+++++,interneuron,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,interneuron,"scattered(1,2+)"
CNR1,1268,V1,+++++,layer 1,"scattered(1,2+)"
CNR1,1268,V2,+++++,layer 1,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,layer 1,"scattered(1,2+)"
CNR1,1268,V1,+++++,layer 1,"scattered(1,2+)"
CNR1,1268,V2,+++++,layer 1,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,layer 1,"scattered(1,2+)"
CNR1,1268,V1,+++++,layer 1,"scattered(1,2+)"
CNR1,1268,V2,+++++,layer 1,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,layer 1,"scattered(1,2+)"
CNR1,1268,V1,+++++,layer 1,"scattered(1,2+)"
CNR1,1268,V2,+++++,layer 1,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,layer 1,"scattered(1,2+)"
CNR1,1268,V1,+++++,layer 2,"scattered(1,2+)"
CNR1,1268,V2,+++++,layer 2,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,layer 2,"scattered(1,2+)"
CNR1,1268,V1,+++++,layer 2,"scattered(1,2+)"
CNR1,1268,V2,+++++,layer 2,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,layer 2,"scattered(1,2+)"
CNR1,1268,V1,+++++,layer 2,"scattered(1,2+)"
CNR1,1268,V2,+++++,layer 2,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,layer 2,"scattered(1,2+)"
CNR1,1268,V1,+++++,layer 2,"scattered(1,2+)"
CNR1,1268,V2,+++++,layer 2,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,layer 2,"scattered(1,2+)"
CNR1,1268,V1,+++++,layer 6,"scattered(1,2+)"
CNR1,1268,V2,+++++,layer 6,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,layer 6,"scattered(1,2+)"
CNR1,1268,V1,+++++,layer 6,"scattered(1,2+)"
CNR1,1268,V2,+++++,layer 6,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,layer 6,"scattered(1,2+)"
CNR1,1268,V1,+++++,layer 6,"scattered(1,2+)"
CNR1,1268,V2,+++++,layer 6,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,layer 6,"scattered(1,2+)"
CNR1,1268,V1,+++++,layer 6,"scattered(1,2+)"
CNR1,1268,V2,+++++,layer 6,"scattered(1,2+)"
CNR1,1268,Temporal,+++++,layer 6,"scattered(1,2+)"
CNTNAP2,26047,V1,++++,NA,scattered+ubiquitous
CNTNAP2,26047,V2,++++,NA,scattered+ubiquitous
CNTNAP2,26047,Temporal,++++,NA,scattered+ubiquitous
CNTNAP4,85445,V1,+++++,interneuron,scattered+ubiquitous
CNTNAP4,85445,V2,+++++,interneuron,scattered+ubiquitous
CNTNAP4,85445,Temporal,+++++,interneuron,scattered+ubiquitous (4)
CNTNAP4,85445,V1,+++++,interneuron,scattered+ubiquitous
CNTNAP4,85445,V2,+++++,interneuron,scattered+ubiquitous
CNTNAP4,85445,Temporal,+++++,interneuron,scattered+ubiquitous (4)
CNTNAP4,85445,V1,+++++,laminar,scattered+ubiquitous
CNTNAP4,85445,V2,+++++,laminar,scattered+ubiquitous
CNTNAP4,85445,Temporal,+++++,laminar,scattered+ubiquitous (4)
CNTNAP4,85445,V1,+++++,laminar,scattered+ubiquitous
CNTNAP4,85445,V2,+++++,laminar,scattered+ubiquitous
CNTNAP4,85445,Temporal,+++++,laminar,scattered+ubiquitous (4)
COL12A1,1303,V1,+++,NA,"scattered(2/3,5/6)"
COL12A1,1303,V2,+++,NA,scattered
COL12A1,1303,Temporal,+++,NA,scattered
COL24A1,255631,V1,++++,layer 2,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 2,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 2,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 2,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 2,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 2,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 2,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 2,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 2,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 2,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 2,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 2,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 3,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 3,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 3,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 3,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 3,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 3,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 3,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 3,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 3,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 3,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 3,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 3,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 5,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 5,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 5,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 5,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 5,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 5,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 5,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 5,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 5,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 5,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 5,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 5,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 6,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 6,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 6,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 6,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 6,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 6,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 6,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 6,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 6,"layer 2/3,5,6"
COL24A1,255631,V1,++++,layer 6,"layer 2/3,5/6"
COL24A1,255631,V2,++++,layer 6,"layer 2/3,5,6"
COL24A1,255631,Temporal,++++,layer 6,"layer 2/3,5,6"
COL5A1,1289,V1,++++,NA,"ubiquitous(2/3,6)"
COL5A1,1289,V2,++++,NA,ubiquitous
COL5A1,1289,Temporal,++++,NA,ubiquitous
COL6A1,1291,V1,++++,layer 3,ubiquitous
COL6A1,1291,V2,++++,layer 3,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 3,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 3,ubiquitous
COL6A1,1291,V2,++++,layer 3,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 3,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 3,ubiquitous
COL6A1,1291,V2,++++,layer 3,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 3,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 3,ubiquitous
COL6A1,1291,V2,++++,layer 3,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 3,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 4,ubiquitous
COL6A1,1291,V2,++++,layer 4,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 4,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 4,ubiquitous
COL6A1,1291,V2,++++,layer 4,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 4,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 4,ubiquitous
