"","gene_symbol","Layer1","Layer2","Layer3","Layer4","Layer5","Layer6"
"34","CCNL2",6.23260523917482,6.26462743252481,6.16598760525402,6.10910625762042,6.21599421654432,6.20879498154716
"35","MRPL20",7.50356833558377,7.56685503920279,7.652205707268,7.58878527559819,7.69967365686651,7.65477040992732
"36","ANKRD65",4.95028551612072,5.27978267743305,5.03227065144908,5.02644086906895,4.93274031986016,4.87135656904396
"37","TMEM88B",0.178496618658084,0.178496618658084,0.208142661591994,0.178496618658083,0.178496618658083,0.178496618658083
"38","VWA1",6.10273801448534,5.3348726082784,5.25874153830977,5.46311976940243,5.71051609391466,6.10564239803563
"39","ATAD3C",2.97979664401431,2.51833843467602,2.41919466563438,2.48438864006406,2.74006327318991,2.51348490208134
"40","ATAD3B",4.26653534883024,4.29828990143142,4.14759649901954,4.16885178114961,4.0027905768809,4.00644107348812
"41","ATAD3A",4.83684950883309,4.88869030893056,4.82238336801034,4.5149166336348,4.71202172628225,4.84141489491527
"42","TMEM240",2.74006333245111,2.23424714419642,2.41820253219929,2.3873902315093,2.40969603418412,2.20208631030849
"43","SSU72",7.51348486507246,7.70725077793743,7.82542359867553,7.81990034517897,7.81717128805018,7.73836733963303
"44","FNDC10",5.68522275518712,5.63193544069829,5.81840495913993,6.02901837303096,5.81195716540798,5.42376583223323
"45","MIB2",6.05048101390221,6.22218210097339,6.10288425105025,6.11131519721113,5.99343603697923,5.97278756498893
"46","MMP23B",1.87808988294709,1.48866043618893,1.51323947947977,1.75075155065056,1.68477604348614,1.70877365936769
"47","CDK11B",4.66685899089812,4.84082431581347,4.73155671306322,4.55004589095253,4.61228614614611,4.52891322102211
"48","SLC35E2B",4.94954052828102,4.94400768589757,4.9898011256324,4.90783133265139,5.02857065352608,4.90266044834133
