"","gene_symbol","L1","L2","L3","L4","L5","L6"
"1","3.8-1.2",71,6,24,0,67,0
"2","3.8-1.3",348,436,364,153,142,17
"3","3.8-1.4",140,28,191,1,232,46
"4","3.8-1.5",16,2,2,0,2,0
"5","5-HT3C2",430,310,1324,1113,484,915
"6","A1BG",13714,24905,30664,21961,30865,35893
"7","A1BG-AS1",1362,2405,3027,2813,3454,3739
"8","A1CF",1242,3942,12183,8750,12714,15876
"9","A2M",171129,276571,470270,301273,314386,336335
"10","A2M-AS1",5248,7420,9771,6122,11495,8430
"11","A2ML1",29055,58095,98377,59237,64979,60461
"12","A2MP1",1454,3655,6690,6112,7485,6435
"13","A3GALT2",1873,4776,7262,6875,5200,3950
"14","A4GALT",676,1169,1562,1311,1429,1569
"15","A4GNT",250,217,1212,766,2742,971
"16","AA06",57,122,261,29,300,224
"17","AAAS",77307,107308,190110,186516,191198,128976
"18","AACS",58013,153712,317181,222557,276953,275667
"19","AACSP1",1425,4517,3205,2576,5000,4116
"20","AADAC",0,32,43,309,240,40
"21","AADACL2",156,1809,8599,13872,4934,2302
"22","AADACL2-AS1",3368,4660,22956,33828,16551,6162
"23","AADACL3",573,407,768,1464,742,1024
"24","AADACL4",522,587,1099,607,1807,686
"25","AADACP1",0,0,10,311,190,4
"26","AADAT",54515,98054,209512,175238,187051,155159
"27","AAED1",5207,11503,14258,14066,14700,18837
"28","AAGAB",85313,197811,331897,249943,239390,273738
"29","AAK1",614863,1090229,2133981,1720631,1788046,1573880
"30","AAMDC",45048,74575,133665,87854,104783,105647
"31","AAMP",35266,64027,82490,74738,79401,63003
"32","AANAT",1396,2106,4139,4348,3459,3755
"33","AAR2",25280,41655,60691,51877,57966,43303
"34","AARD",7563,5576,8775,4235,6010,10670
"35","AARS",108960,161809,266954,248934,246909,208272
"36","AARS2",28367,40250,58492,34495,38040,40964
"37","AARSD1",4458,7597,9372,9336,10182,7134
"38","AASDH",180421,283105,405922,321176,332766,304939
"39","AASDHPPT",151596,224731,350877,353957,343175,287423
"40","AASS",45965,95147,91501,89923,92120,125274
"41","AATBC",1062,1661,6904,2440,1993,1629
"42","AATF",48981,107890,157172,125082,120371,121921
"43","AATK",29423,46598,84058,65967,75443,68298
"44","AATK-AS1",13195,33585,61258,36410,37641,40868
"45","ABAT",203322,270676,500077,349381,352859,298494
"46","ABCA1",67689,91547,116691,77013,86110,76405
"47","ABCA10",146717,372816,782716,616693,593441,451504
"48","ABCA11P",59316,139445,221738,154492,161718,154299
"49","ABCA12",8477,17147,38199,60232,40189,33428
"50","ABCA13",3647,7421,9028,6966,6464,4780
"51","ABCA17P",54674,88060,139588,104633,119521,113545
"52","ABCA2",44498,75325,137496,128152,136903,172499
"53","ABCA3",121778,193435,347884,259965,289305,255305
"54","ABCA4",5603,11096,32244,92984,40706,6643
"55","ABCA5",515245,982339,1584286,1375342,1325971,1059631
"56","ABCA6",82767,179980,427822,346119,348267,262993
"57","ABCA7",25905,43081,97892,66808,73442,66870
"58","ABCA8",30925,29654,134642,142168,128883,192015
"59","ABCA9",81806,205626,475460,330578,339742,277876
"60","ABCA9-AS1",61,88,821,479,105,89
"61","ABCB1",13511,74458,70710,21781,44312,68985
"62","ABCB10",71735,143576,223605,170227,174614,155854
"63","ABCB10P1",26,106,311,635,774,440
"64","ABCB10P3",2,24,30,45,99,14
"65","ABCB10P4",17,29,105,173,176,73
"66","ABCB11",1573,4702,3964,4345,7111,4672
"67","ABCB4",6096,26961,30193,11336,13485,11453
"68","ABCB5",23878,13614,18095,5994,6793,4861
"69","ABCB6",64156,109061,141371,109337,154456,146529
"70","ABCB7",122879,181892,337478,284077,283049,241934
"71","ABCB8",51654,71788,121577,92816,94452,90313
"72","ABCB9",55962,121784,202456,141693,156162,151958
"73","ABCC1",97204,103416,181154,114032,120749,116744
"74","ABCC10",37570,70589,105818,82137,92870,82823
"75","ABCC11",2147,1859,5795,4301,2597,5409
"76","ABCC12",11729,46850,55808,59243,89181,34531
"77","ABCC13",115,1141,2870,480,1432,249
"78","ABCC2",2871,4189,4834,4904,4644,6241
"79","ABCC3",2316,10309,26290,31319,40948,25335
"80","ABCC4",71441,126452,167606,93337,122457,100396
"81","ABCC5",305867,642747,1124612,774304,808511,801191
"82","ABCC5-AS1",402,620,1331,1278,812,1286
"83","ABCC6",4421,5277,9672,8411,8328,8674
"84","ABCC6P1",1539,4069,8588,4626,9569,6668
"85","ABCC6P2",4,179,435,229,279,222
"86","ABCC8",140060,340241,524745,361898,360550,329722
"87","ABCC9",6556,12887,27772,87387,143930,154558
"88","ABCD1",1839,2740,3670,3015,2753,2452
"89","ABCD1P1",0,0,0,0,0,0
"90","ABCD1P2",1,3,20,4,14,0
"91","ABCD1P3",1,0,0,20,1,2
"92","ABCD1P4",6,4,4,8,94,17
"93","ABCD1P5",0,5,8,6,9,10
"94","ABCD2",101800,223261,346369,219683,215796,198859
"95","ABCD3",125777,188442,331513,243075,277651,250885
"96","ABCD4",102470,142128,239654,188527,200842,163546
"97","ABCE1",113544,196652,291193,255881,284331,238005
"98","ABCF1",49171,92490,142999,120105,119114,106760
"99","ABCF2",40641,63321,99533,84515,86862,64407
"100","ABCF2P1",487,283,822,1292,803,997
"101","ABCF2P2",89,713,269,38,225,672
"102","ABCF3",34946,73503,107547,85009,91720,68706
"103","ABCG1",57931,90042,142468,138166,113385,91386
"104","ABCG2",7032,22042,24335,27683,27276,15909
"105","ABCG4",27740,41601,71162,51901,58623,37119
"106","ABCG5",1718,3027,9815,9372,8430,8252
"107","ABCG8",4603,12828,20462,18349,19411,17117
"108","ABHD1",3191,6751,8149,7636,7327,5305
"109","ABHD10",47336,83915,143953,151859,152911,131970
"110","ABHD11",7698,23859,45774,41041,38633,28558
"111","ABHD11-AS1",2,0,0,0,1,0
"112","ABHD12",125061,153367,261223,194139,200623,191505
"113","ABHD12B",10545,56733,69321,26192,37533,44621
"114","ABHD13",52531,97013,146194,119367,129968,132570
"115","ABHD14A",52262,66650,96906,98300,101647,74461
"116","ABHD14A-ACY1",2702,1726,6352,4094,3210,3977
"117","ABHD14B",28011,53075,88929,69134,71898,62435
"118","ABHD15",2540,4905,4414,2821,2925,4862
"119","ABHD16A",52823,75893,110769,111238,112236,77495
"120","ABHD16B",390,560,853,934,2339,1057
"121","ABHD17A",4593,7705,11135,12547,11920,9697
"122","ABHD17AP1",101,360,241,204,253,161
"123","ABHD17AP3",43,104,129,153,158,114
"124","ABHD17AP4",9,331,402,237,65,67
"125","ABHD17AP5",0,0,0,0,0,0
"126","ABHD17AP6",807,2252,2687,2612,2766,1614
"127","ABHD17AP7",0,0,2,0,3,3
"128","ABHD17AP8",0,1,1,0,3,3
"129","ABHD17AP9",0,0,1,0,0,1
"130","ABHD17B",46694,90266,175756,158190,177444,177250
"131","ABHD17C",42065,77881,118353,101494,102949,90702
"132","ABHD2",200786,307141,592077,345356,338540,377142
"133","ABHD3",71482,92657,178024,141490,160856,116388
"134","ABHD4",2983,4922,13474,12426,13221,10137
"135","ABHD5",75967,134003,237324,167482,178590,168205
"136","ABHD6",105736,138807,238837,241129,314417,302588
"137","ABHD8",5125,10201,13834,15350,13739,11241
"138","ABI1",372728,467200,627824,378723,402971,405028
"139","ABI1P1",3167,6250,12520,9099,7466,7950
"140","ABI2",330017,802653,1299627,952565,1075062,1131597
"141","ABI3",1852,3614,4688,4541,3790,1276
"142","ABI3BP",30839,61757,90732,95399,107210,87797
"143","ABL1",82798,145158,244720,186221,190587,198063
"144","ABL2",159563,270679,497607,385255,425513,431875
"145","ABLIM1",772700,1235303,1673646,984428,1239696,1273093
"146","ABLIM2",264544,662513,995597,623218,620889,570967
"147","ABLIM3",78642,129291,224736,158137,209901,207609
"148","ABO",1133,5539,10804,9529,27827,51137
"149","ABR",210782,372376,516503,353740,353943,385069
"150","ABRA",3848,10126,26069,14726,19634,18189
"151","ABRACL",29954,57017,116753,127319,125629,119768
"152","ABT1",13367,23421,29577,32081,29140,24046
"153","ABT1P1",3,7,30,10,8,18
"154","ABTB1",16280,41543,74093,76877,74655,61059
"155","ABTB2",22306,23224,37800,36149,41603,32240
"156","ACAA1",93204,178102,261877,218294,248380,192462
"157","ACAA2",9359,28317,36283,21128,25943,30879
"158","ACACA",464206,825168,1535873,1016649,1220962,1243028
"159","ACACB",26502,49328,59966,48563,38525,35560
"160","ACAD10",33614,62569,97721,58584,67034,64592
"161","ACAD11",1650,4826,5179,5481,5202,3844
"162","ACAD8",73189,160739,240370,180640,206077,182120
"163","ACAD9",38283,58434,105838,72874,78258,75162
"164","ACADL",37860,33014,51364,22131,32541,27125
"165","ACADM",128907,272827,432011,407152,398922,334680
"166","ACADS",7597,14461,22053,13801,13741,10671
"167","ACADSB",125685,238184,420893,324653,322042,306666
"168","ACADVL",256733,548254,722950,500065,618745,561592
"169","ACAN",1326,5003,12242,3828,5520,1843
"170","ACAP1",5852,4254,12080,8195,8302,9478
"171","ACAP2",568320,1185074,1593205,1076457,1183786,1150031
"172","ACAP3",103800,244428,309334,216903,229384,259064
"173","ACAT1",121995,206898,350350,287872,300353,256558
"174","ACAT2",44906,76657,147957,132607,171556,142397
"175","ACBD3",74585,118688,204335,158894,168057,148123
"176","ACBD4",20266,33618,44475,35942,34317,30648
"177","ACBD5",54586,82800,145158,155534,144875,122387
"178","ACBD6",269600,539088,923994,682270,728203,712909
"179","ACBD7",6406,7189,6852,4108,4123,4581
"180","ACCS",13539,20519,33971,17749,22864,23299
"181","ACCSL",7794,9146,16145,16209,14092,13255
"182","ACD",45536,99814,125435,98440,106054,82698
"183","ACE",3622,10714,16532,13516,15517,12016
"184","ACE2",2003,1481,5981,2054,3596,3509
"185","ACE3P",291,87,244,188,227,274
"186","ACER1",4663,7635,11288,7581,9665,11151
"187","ACER2",24942,49101,108284,99448,90125,68182
"188","ACER3",178532,291936,561238,418184,443437,503781
"189","ACHE",30655,31319,41490,28080,27477,20966
"190","ACIN1",107789,198802,348318,233013,246442,239124
"191","ACKR1",10159,15789,30656,24481,24595,25049
"192","ACKR2",8578,11594,26671,10142,12129,15418
"193","ACKR3",7869,9668,23149,19975,19486,4901
"194","ACKR4",1209,2857,4481,3155,3679,3022
"195","ACLY",64292,83461,149182,119558,125420,124217
"196","ACMSD",17983,43417,66848,56909,48861,40042
"197","ACO1",115153,189255,245907,167964,232932,216846
"198","ACO2",37846,75357,115558,91496,92576,85356
"199","ACOT1",3109,3412,4839,4423,5087,3772
"200","ACOT11",26562,52568,73052,86216,85775,59831
"201","ACOT12",4901,6306,7899,3912,9555,11773
"202","ACOT13",48933,74989,141756,110534,109509,110204
"203","ACOT2",25703,35309,52212,39656,41153,37986
"204","ACOT4",11126,19290,31465,25865,27619,20047
"205","ACOT6",11864,17871,26748,21271,20241,17553
"206","ACOT7",119435,194590,346690,279746,295278,253967
"207","ACOT8",22920,48343,69316,59384,50601,51724
"208","ACOT9",23104,44676,68414,46367,47086,46093
"209","ACOX1",41733,73740,108864,92012,94768,87129
"210","ACOX2",9347,17449,16930,12023,10823,14142
"211","ACOX3",36735,76473,114153,92785,88088,84177
"212","ACOXL",6462,12862,22446,14594,14994,14428
"213","ACP1",126473,239041,341912,300300,347879,289362
"214","ACP2",35395,61093,67113,48772,56218,47668
"215","ACP5",43,119,40,52,270,454
"216","ACP6",63784,74969,114640,92845,110424,92803
"217","ACPP",3122,4490,6286,3657,4110,4210
"218","ACPT",373,746,1196,596,686,922
"219","ACR",211,392,402,231,334,125
"220","ACRBP",2136,1477,2584,1492,2942,2104
"221","ACRC",44785,110305,177216,104598,132521,140362
"222","ACRV1",2777,6951,11580,8608,11998,4848
"223","ACSBG1",35177,51150,51272,29547,36999,29904
"224","ACSBG2",1483,344,1295,200,411,263
"225","ACSF2",3432,7700,15311,8238,5595,3483
"226","ACSF3",25505,37240,65380,51064,46568,46742
"227","ACSL1",65737,71943,131069,113948,112292,113068
"228","ACSL3",334049,514906,819103,654676,632354,549286
"229","ACSL4",180257,280955,523128,384084,433648,403335
"230","ACSL5",21604,31003,53667,44278,47801,43601
"231","ACSL6",207276,370400,587192,432176,450090,402037
"232","ACSM1",826,3593,4240,3962,3273,2157
"233","ACSM2A",141,169,722,217,625,195
"234","ACSM2B",72,129,285,236,227,306
"235","ACSM3",571,2837,3393,3231,5922,3795
"236","ACSM4",4565,13684,24992,21598,15744,10832
"237","ACSM5",3217,5585,16994,4139,5584,4557
"238","ACSM5P1",140,634,465,137,469,289
"239","ACSM6",16410,26101,56057,61220,62201,61910
"240","ACSS1",63203,92276,95521,63685,67790,54781
"241","ACSS2",45129,88037,155153,132847,137554,128461
"242","ACSS3",53181,47210,62200,38831,44161,36423
"243","ACTA1",1653,2807,6632,6212,3514,4420
"244","ACTA2",26624,72384,135947,134063,151733,116306
"245","ACTA2-AS1",381,1370,2712,2953,1595,1759
"246","ACTB",241536,400485,607452,629341,686114,686804
"247","ACTBL2",101,44,201,2,53,774
"248","ACTBP1",35,877,1277,77,96,98
"249","ACTBP10",0,0,0,0,0,0
"250","ACTBP11",45,70,294,170,102,157
"251","ACTBP12",59,55,433,83,57,373
"252","ACTBP13",329,1060,120,542,108,113
"253","ACTBP14",49,5,181,128,78,92
"254","ACTBP2",271,469,886,698,672,1032
"255","ACTBP3",42,52,76,72,71,261
"256","ACTBP4",342,907,1504,887,1001,1234
"257","ACTBP6",386,783,452,682,315,660
"258","ACTBP7",5033,14886,27762,22502,18282,16851
"259","ACTBP8",152,323,639,432,473,432
"260","ACTBP9",48,60,113,180,95,128
"261","ACTC1",16777,11266,22448,15197,12375,10599
"262","ACTG1",137772,209625,289793,297118,346086,301791
"263","ACTG1P1",10683,18267,28520,21476,24279,25311
"264","ACTG1P10",115,321,445,429,586,420
"265","ACTG1P11",7,16,20,15,22,26
"266","ACTG1P12",2121,4242,10661,7652,10264,10346
"267","ACTG1P13",0,0,1,0,0,0
"268","ACTG1P14",134,159,394,241,327,528
"269","ACTG1P15",203,334,105,106,413,187
"270","ACTG1P16",10,34,341,237,220,78
"271","ACTG1P17",6620,12315,13364,13040,11103,14132
"272","ACTG1P18",2617,3788,4053,2381,3935,4162
"273","ACTG1P19",14,267,47,20,21,32
"274","ACTG1P2",3,12,8,11,21,9
"275","ACTG1P20",13050,23611,41856,30514,35390,30497
"276","ACTG1P21",19,31,100,56,69,69
"277","ACTG1P22",123,0,2,0,0,686
"278","ACTG1P23",24,38,37,93,49,75
"279","ACTG1P24",4,53,77,13,25,316
"280","ACTG1P3",643,650,1343,299,911,720
"281","ACTG1P4",6286,7364,16616,8828,12327,11729
"282","ACTG1P9",765,949,1628,376,479,231
"283","ACTG2",868,539,939,631,1089,602
"284","ACTL10",18,579,182,315,123,72
"285","ACTL6A",21485,23238,44879,33363,40981,37764
"286","ACTL6B",74769,136967,173392,154224,146362,128542
"287","ACTL7A",5,70,299,37,203,39
"288","ACTL7B",1,56,4,2,3,18
"289","ACTL8",1740,2517,3071,2464,3885,2736
"290","ACTL9",0,2,7,6,3,6
"291","ACTN1",167151,463675,592340,337237,384531,451977
"292","ACTN1-AS1",1114,2326,2792,3688,2000,1446
"293","ACTN2",50240,155236,263528,182693,294903,406536
"294","ACTN3",1566,761,2789,2125,1980,1549
"295","ACTN4",42417,106751,179057,98015,96440,110210
"296","ACTN4P1",2,11,10,8,4,9
"297","ACTN4P2",352,1010,2533,2055,2472,880
"298","ACTR10",199681,295631,455729,427970,480022,421056
"299","ACTR1A",21746,43395,61005,52264,60304,54082
"300","ACTR1B",57193,103490,163826,155484,151251,141927
"301","ACTR2",217370,512461,1000076,807715,792470,743774
"302","ACTR3",127725,232269,349181,279265,309240,319731
"303","ACTR3B",110196,238114,383388,248556,271903,268059
"304","ACTR3BP1",0,0,25,0,1,1
"305","ACTR3BP2",2,0,38,1,0,4
"306","ACTR3BP3",6,8,216,9,11,12
"307","ACTR3BP4",114,45,205,373,879,1951
"308","ACTR3BP5",0,0,10,1,2,3
"309","ACTR3BP6",0,0,0,0,0,2
"310","ACTR3C",300498,437058,760856,533499,578012,524210
"311","ACTR3P1",3,5,18,11,5,13
"312","ACTR3P2",8,12,13,13,12,16
"313","ACTR3P3",1,1,219,2,274,13
"314","ACTR5",25640,41206,55539,46198,44168,38261
"315","ACTR6",69856,97490,143680,142922,137778,112448
"316","ACTR6P1",1,1,0,47,70,206
"317","ACTR8",31097,52669,87075,62836,66007,60424
"318","ACTRT1",44,251,1115,25,733,661
"319","ACTRT2",0,3,8,3,3,3
"320","ACTRT3",2476,5179,5351,6417,9125,4518
"321","ACVR1",65390,130099,171439,112796,124355,127087
"322","ACVR1B",58108,99896,192338,172237,172429,165661
"323","ACVR1C",73062,196440,176959,79562,57158,39068
"324","ACVR2A",113385,184066,336425,354259,377266,351031
"325","ACVR2B",42844,77484,128457,89274,95026,83090
"326","ACVR2B-AS1",698,1109,817,784,1780,1184
"327","ACVRL1",184,86,1072,267,1296,254
"328","ACY1",209,736,453,833,638,471
"329","ACY3",1531,5874,14342,2793,9314,11032
"330","ACYP1",96778,145303,238145,204021,223673,184111
"331","ACYP2",189726,504142,877427,635681,668182,670345
"332","ADA",7089,13605,19501,15584,15025,16308
"333","ADAD1",393,736,1069,455,1094,569
"334","ADAD1P1",1,1,1,110,2,299
"335","ADAD1P2",0,0,85,0,0,26
"336","ADAD2",54,494,2815,5833,4508,1130
"337","ADAL",92069,176702,290538,256035,264753,227147
"338","ADAM10",240698,429158,704600,625130,738783,733129
"339","ADAM11",67795,134088,253221,247707,248942,228080
"340","ADAM12",46554,101298,181943,141640,152921,117818
"341","ADAM15",11830,20284,29489,29703,30631,27898
"342","ADAM17",69919,168282,247024,180608,186088,195213
"343","ADAM18",460,1381,1402,3570,1129,1171
"344","ADAM19",38897,93739,169046,135556,144238,120728
"345","ADAM1A",22290,57357,75080,56916,47924,50939
"346","ADAM1B",68,1149,2138,2533,1872,2943
"347","ADAM2",2961,3364,3360,1708,1784,2381
"348","ADAM20",20935,48319,85192,47921,56894,59452
"349","ADAM20P1",22554,37658,55446,43609,45345,44494
"350","ADAM20P2",1,472,103,599,173,151
"351","ADAM20P3",3,1,10,1,3,3
"352","ADAM21",3985,4308,8618,4652,8150,7381
"353","ADAM21P1",390,458,843,514,877,835
"354","ADAM22",754862,1171232,1950915,1399840,1500021,1504261
"355","ADAM23",465015,1075000,2152966,1664095,1811723,1866486
"356","ADAM24P",0,213,4,2,4,1
"357","ADAM28",39140,77465,137682,67907,55955,61237
"358","ADAM29",3146,21343,29196,10740,5354,5179
"359","ADAM30",0,1,2,17,35,0
"360","ADAM32",79809,180366,293897,190437,219389,195019
"361","ADAM33",97739,66174,69238,22753,15955,9197
"362","ADAM3A",431,198,1612,2484,1138,476
"363","ADAM3B",364,227,1046,745,534,57
"364","ADAM5",3441,7195,16584,10402,10004,11935
"365","ADAM6",0,0,0,0,0,0
"366","ADAM7",112,89,2380,1467,1966,1665
"367","ADAM8",9026,17635,23999,15920,20518,19218
"368","ADAM9",145652,269980,399292,282092,311355,304969
"369","ADAMDEC1",54,243,2893,1844,2074,3171
"370","ADAMTS1",8303,16837,33250,22189,25700,19285
"371","ADAMTS10",52504,78055,118620,88887,103952,97553
"372","ADAMTS12",5338,32835,29163,26133,46064,27184
"373","ADAMTS13",25344,52029,86811,60844,66056,60036
"374","ADAMTS14",2340,5965,7664,13723,15489,15018
"375","ADAMTS15",2459,5530,5918,2456,2576,2994
"376","ADAMTS16",64710,190991,164469,125289,148718,147830
"377","ADAMTS17",77666,257503,546007,290685,300862,184169
"378","ADAMTS18",19468,10851,9481,12957,17782,35737
"379","ADAMTS19",461202,535134,1257583,1153186,1318290,942663
"380","ADAMTS19-AS1",468,285,811,727,914,1105
"381","ADAMTS2",15795,39758,45692,12766,18623,33690
"382","ADAMTS20",19054,15849,26926,17566,25126,22168
"383","ADAMTS3",121582,624650,694449,154197,248639,619633
"384","ADAMTS4",1630,3743,6424,10670,8570,22519
"385","ADAMTS5",3377,13277,22055,9157,9876,8105
"386","ADAMTS6",97703,151555,191330,87127,66599,46193
"387","ADAMTS7",904,1141,3420,3779,1165,2688
"388","ADAMTS7P1",23221,41971,42831,33573,37136,41622
"389","ADAMTS7P3",19,41,120,219,93,201
"390","ADAMTS7P4",1275,1905,2824,1930,1886,1840
"391","ADAMTS8",8494,37416,42000,24134,21367,27572
"392","ADAMTS9",62337,65418,93490,54984,50281,42231
"393","ADAMTS9-AS1",2525,6182,6710,1376,1909,1146
"394","ADAMTS9-AS2",236414,239030,352795,170905,148492,76443
"395","ADAMTSL1",66507,123728,453567,433209,683236,1501523
"396","ADAMTSL2",8455,27970,44801,31127,33353,24699
"397","ADAMTSL3",161690,187898,366066,303777,416509,441107
"398","ADAMTSL4",1576,2455,2345,1960,1068,1599
"399","ADAMTSL4-AS1",16128,45100,63626,40259,46942,42295
"400","ADAMTSL5",6262,6896,11874,7670,9799,9210
"401","ADAP1",23922,41383,66535,53684,60047,59650
"402","ADAP2",18740,47375,52739,37201,36315,19916
"403","ADAR",142665,256831,398839,310942,313253,297392
"404","ADARB1",109416,280530,453053,305079,319397,290309
"405","ADARB2",7335652,4648317,5640823,1644637,1236603,1450708
"406","ADARB2-AS1",14470,9240,10630,3796,3856,3886
"407","ADAT1",19979,43867,68823,56587,59894,51557
"408","ADAT2",68469,119369,174330,139648,152415,147749
"409","ADAT3",303,106,782,1084,466,328
"410","ADCK1",52695,74919,126244,95209,96852,104283
"411","ADCK2",18810,26960,39241,36588,38313,36979
"412","ADCK3",34081,64607,112441,84070,81956,77631
"413","ADCK4",15884,22122,38633,28745,30510,26647
"414","ADCK5",27863,39979,61891,41872,47101,44064
"415","ADCY1",266206,678801,1217721,661245,854984,1123029
"416","ADCY10",24735,57653,105735,76238,84963,74459
"417","ADCY10P1",29883,36043,96530,82141,69855,81810
"418","ADCY2",1121699,1752608,2830358,2246820,2226404,1719269
"419","ADCY3",82523,132283,199219,136151,150181,145621
"420","ADCY4",385,1357,2940,1251,981,461
"421","ADCY5",71601,109825,189037,137895,154138,180631
"422","ADCY6",74556,118447,182734,122882,144428,158683
"423","ADCY7",33987,60939,90864,59327,76214,90450
"424","ADCY8",193141,177300,422730,249722,261131,227869
"425","ADCY9",126335,308517,475282,317824,334233,379059
"426","ADCYAP1",19822,71828,101843,33484,21142,26470
"427","ADCYAP1R1",171441,160040,251477,140747,159980,141673
"428","ADD1",183517,329065,558108,433397,447683,445746
"429","ADD2",95822,204778,371503,280521,335852,289508
"430","ADD3",395318,669179,964654,626815,814590,1046949
"431","ADD3-AS1",35270,42944,63750,30683,60604,113058
"432","ADGB",3812,6458,10394,8621,10973,8702
"433","ADGRA1",69508,103441,245407,236293,229399,175581
"434","ADGRA1-AS1",963,1336,2414,2556,2011,1551
"435","ADGRA2",12933,26757,37459,22150,23456,27081
"436","ADGRA3",79191,134764,140443,97831,99668,96682
"437","ADGRB1",80151,135537,159649,113563,114602,111732
"438","ADGRB2",64665,141257,184690,141737,163413,176879
"439","ADGRB3",4584587,11815942,25026991,18769860,18965580,17814110
"440","ADGRD1",7951,11694,29462,26559,34141,15302
"441","ADGRD2",353,779,1282,823,644,562
"442","ADGRE1",208,213,1690,852,284,1111
"443","ADGRE2",2308,4322,11266,4432,4150,7920
"444","ADGRE3",1980,2757,4490,3424,3858,2783
"445","ADGRE4P",1678,2454,8580,1125,1413,2244
"446","ADGRE5",3565,11461,13251,10293,9901,7859
"447","ADGRF1",584,687,1137,533,843,598
"448","ADGRF2",152,364,3184,3498,3615,1459
"449","ADGRF3",15751,21974,31140,27099,28973,28758
"450","ADGRF4",52,115,723,2282,1779,1224
"451","ADGRF5",2163,28470,125171,50277,27777,28965
"452","ADGRF5P1",411,706,768,171,411,141
"453","ADGRF5P2",9,47,91,12,20,2
"454","ADGRG1",32196,71413,93823,64116,52180,35375
"455","ADGRG2",9344,25303,21957,15495,19370,16420
"456","ADGRG3",62,229,777,287,645,469
"457","ADGRG4",2072,2225,2259,2177,3640,2314
"458","ADGRG5",699,1788,5351,1269,986,1325
"459","ADGRG6",4613,10147,38423,36478,30756,41943
"460","ADGRG7",837,1473,2314,2763,2137,2103
"461","ADGRL1",97885,159696,254242,177154,191404,206247
"462","ADGRL2",955815,2690379,4450169,3769033,4057547,3777702
"463","ADGRL3",1552137,3890649,5392426,3607727,4512452,5075187
"464","ADGRL3-AS1",11577,37792,46010,37880,48040,59189
"465","ADGRL4",3389,10559,16786,12215,12459,6552
"466","ADGRV1",801769,1165747,997624,465976,583671,516422
"467","ADH1A",3,0,14,1,20,44
"468","ADH1B",23,152,538,579,561,301
"469","ADH1C",12,18,275,43,571,310
"470","ADH4",10,9,36,23,254,37
"471","ADH5",92967,114481,167124,149976,144925,145099
"472","ADH5P2",24,22,845,851,82,33
"473","ADH5P3",1285,3761,10393,5264,5664,6854
"474","ADH5P4",242,190,344,248,256,293
"475","ADH6",82,393,941,7,919,289
"476","ADH7",350,236,475,1031,335,385
"477","ADHFE1",51505,105131,112500,81579,77996,74219
"478","ADI1",59376,82828,116458,98394,114396,112792
"479","ADIG",15,241,166,155,224,172
"480","ADIPOQ",195,200,826,313,661,391
"481","ADIPOQ-AS1",19,0,6,3,5,20
"482","ADIPOR1",67622,111377,159550,154173,147460,126376
"483","ADIPOR1P1",5,8,35,5,17,16
"484","ADIPOR1P2",7,3,15,7,9,6
"485","ADIPOR2",66868,101644,233393,176523,192036,214430
"486","ADIRF",5994,3240,2411,2428,3690,5382
"487","ADK",484998,932303,1667070,1231803,1323504,1409920
"488","ADM",3966,4386,11054,4709,8654,4095
"489","ADM2",3,0,34,1,4,0
"490","ADM5",2249,1812,3256,2521,4181,3491
"491","ADNP",232166,371656,607255,425661,458497,445851
"492","ADNP-AS1",5796,9140,16552,12357,11270,10831
"493","ADNP2",54972,78247,127376,117472,126393,106068
"494","ADO",22030,37048,69218,58679,54938,56703
"495","ADORA1",8163,28386,57049,58451,59108,59984
"496","ADORA2A",10,1,39,56,53,19
"497","ADORA2A-AS1",3573,5042,13212,7895,7069,6393
"498","ADORA2B",9809,11532,12370,7434,8695,6702
"499","ADORA2BP1",0,41,3,0,32,12
"500","ADORA3",7642,12073,13536,15323,1025,10703
"501","ADPGK",62728,83701,155908,123291,137663,113726
"502","ADPGK-AS1",1292,4035,3715,3039,2584,3274
"503","ADPRH",331,1904,4684,728,1675,3863
"504","ADPRHL1",10048,17823,32053,18562,21426,19473
"505","ADPRHL2",19971,28757,48863,36713,51174,40101
"506","ADPRM",35766,49676,65621,58904,58661,48067
"507","ADRA1A",612226,420741,407411,138599,146565,106484
"508","ADRA1B",91739,136548,159317,57070,82005,143889
"509","ADRA1D",36102,13192,17986,9249,7870,4500
"510","ADRA2A",4315,7382,8653,19393,26511,20580
"511","ADRA2B",494,107,76,40,1510,1382
"512","ADRA2C",1055,1394,1769,1148,1370,1604
"513","ADRB1",16013,60194,104029,72306,58929,66298
"514","ADRB2",8426,20797,18693,8496,16713,2867
"515","ADRB3",1881,5784,2661,441,881,755
"516","ADRBK1",14959,29062,39881,28025,27434,26789
"517","ADRBK2",569759,641164,1223879,823325,825257,941128
"518","ADRM1",17483,31823,40681,34636,42238,33001
"519","ADSL",48463,91053,124369,85983,113761,98766
"520","ADSS",71232,135189,239948,223471,272801,280541
"521","ADSSL1",3092,3801,4574,5944,5913,3724
"522","ADTRP",800,4359,28246,56906,134854,118628
"523","AEBP1",14000,6642,7437,3461,3735,5723
"524","AEBP2",89050,182772,326910,220790,209961,213758
"525","AEN",56256,99818,124483,47386,47844,61412
"526","AES",51254,76138,143999,132191,132953,127974
"527","AFAP1",129894,207995,321842,163595,194128,149759
"528","AFAP1-AS1",2657,3995,3581,3240,6034,2267
"529","AFAP1L1",5498,11036,21027,8694,6660,7286
