"","gene_symbol","L1","L2","L3","L4","L5","L6"
"530","AFAP1L2",18400,53498,97781,68705,65538,48640
"531","AFF1",68912,166422,366723,363340,373367,290751
"532","AFF2",300843,239849,413394,229222,319926,419315
"533","AFF3",815198,1555177,2644016,2225044,2629174,2777691
"534","AFF4",220443,476146,727982,509985,577419,565569
"535","AFG3L1P",57700,120499,163509,112416,127928,128161
"536","AFG3L2",70801,136249,196427,149841,155915,148946
"537","AFG3L2P1",424,695,1362,966,945,983
"538","AFM",159,1530,137,163,308,23
"539","AFMID",13345,23559,40222,29496,32370,33575
"540","AFP",268,238,1666,3004,1825,549
"541","AFTPH",135477,288578,485016,372633,377340,355044
"542","AGA",15450,29444,44712,51034,47135,50476
"543","AGAP1",445203,1095260,1806530,1379875,1387104,1672782
"544","AGAP1-IT1",1733,1116,3514,2670,3281,2885
"545","AGAP10P",1142,2090,3733,2621,3193,3306
"546","AGAP11",2176,5967,6092,6774,6882,3026
"547","AGAP2",24990,67350,98805,64836,72975,91735
"548","AGAP2-AS1",240,257,225,99,261,178
"549","AGAP3",93193,167484,306160,226453,228247,229486
"550","AGAP4",16525,42372,68853,50999,54156,49064
"551","AGAP5",15343,27643,38190,27206,32170,32583
"552","AGAP6",42501,97145,150516,108530,113594,107607
"553","AGAP7P",2109,3452,5809,3886,3925,3974
"554","AGAP9",11210,26074,37911,29767,31440,30912
"555","AGBL1",55621,233470,347224,155641,225944,170006
"556","AGBL1-AS1",16,340,195,39,309,197
"557","AGBL2",3092,6093,11233,7212,4651,5281
"558","AGBL3",149916,352414,546282,436033,382813,321754
"559","AGBL4",1655785,4686279,10708998,8901563,8962049,7869698
"560","AGBL4-IT1",476,1369,3236,2944,2897,2864
"561","AGBL5",34986,62816,105073,75954,89096,84150
"562","AGBL5-AS1",465,1548,1875,1836,1207,1008
"563","AGER",3303,8256,8987,7915,5681,4882
"564","AGFG1",198773,485962,838439,608604,662274,674558
"565","AGFG2",13397,21500,38669,29038,32029,24161
"566","AGGF1",111921,197205,287655,250964,257539,225901
"567","AGGF1P1",757,492,1034,846,1145,1102
"568","AGGF1P2",1576,1065,1756,1098,2302,2674
"569","AGGF1P3",4878,20358,30300,19238,24629,20791
"570","AGGF1P4",0,1,0,0,4,1
"571","AGK",184739,348256,541573,398919,429148,411444
"572","AGKP1",7162,9809,12159,10564,10612,11935
"573","AGL",178372,302712,485113,371528,393181,337893
"574","AGMAT",1824,3501,9043,7362,8706,9375
"575","AGMO",9269,13055,19719,21797,21089,17810
"576","AGO1",26784,60607,89377,65854,66624,67526
"577","AGO2",85442,182732,295298,192380,193817,197338
"578","AGO3",198515,390722,660442,503546,541498,511075
"579","AGO4",155507,316299,523142,365379,347804,346213
"580","AGPAT1",41032,43533,70356,57547,66806,61507
"581","AGPAT2",12784,13973,17349,13356,16751,7236
"582","AGPAT3",82951,122518,226787,177062,187355,163943
"583","AGPAT4",295959,496927,821764,556035,659530,783289
"584","AGPAT4-IT1",16031,25922,49340,42482,46223,57505
"585","AGPAT5",111479,179761,289817,222800,246718,244922
"586","AGPAT5P1",1,1,0,1,1,0
"587","AGPAT6",39784,73449,120415,90169,85973,80159
"588","AGPAT9",13318,40283,97798,86567,74745,92403
"589","AGPS",143692,259274,437697,323313,367519,374695
"590","AGR2",2082,2263,3444,1510,2821,2375
"591","AGR3",142,1031,2354,2075,1429,2283
"592","AGRN",11089,29272,52382,31697,33435,37169
"593","AGRP",59,255,238,210,373,550
"594","AGT",41702,34372,25000,12886,20724,13275
"595","AGTPBP1",389139,684320,1365445,1178965,1330893,1266744
"596","AGTR1",61,139,514,392,6813,2899
"597","AGTR2",1,3,22,418,4,331
"598","AGTRAP",3626,5726,5349,6079,6136,4865
"599","AGXT",2,5,18,5,14,5
"600","AGXT2",285,1971,4840,3535,2315,1029
"601","AHCTF1",129125,279531,446001,341293,357055,361001
"602","AHCTF1P1",1155,5579,8031,8118,11016,12352
"603","AHCY",23956,42376,54276,52320,55569,51846
"604","AHCYL1",171759,312418,490719,352511,384213,347075
"605","AHCYL2",247725,509820,755433,474033,526518,542056
"606","AHCYP1",9,14,30,21,28,30
"607","AHCYP2",13,1,1,34,86,90
"608","AHCYP3",1,112,37,37,0,16
"609","AHCYP4",73,3,11,67,13,7
"610","AHCYP5",0,0,1,0,82,0
"611","AHCYP6",149,97,658,32,66,276
"612","AHCYP7",13,3,56,4,158,24
"613","AHDC1",61368,107427,176919,110693,121345,134895
"614","AHI1",2664001,6937669,11040243,7956646,7661846,6334389
"615","AHNAK",15923,16180,15035,8840,8765,10951
"616","AHNAK2",14952,19639,60450,54368,62896,55494
"617","AHR",50053,95332,173229,176463,182862,184837
"618","AHRR",35522,73994,113582,97918,94067,65046
"619","AHSA1",57655,89115,164441,154380,169986,134058
"620","AHSA2",150975,248446,415564,345260,341602,319075
"621","AHSG",645,2651,5229,3682,2800,4798
"622","AHSP",0,5,46,50,4,430
"623","AICDA",96,116,194,92,286,131
"624","AIDA",20414,38960,57816,37496,53280,56736
"625","AIF1",11105,21958,23191,18725,13773,19960
"626","AIF1L",2804,7052,14356,9636,11710,22712
"627","AIFM1",30692,66027,101985,74164,85310,79712
"628","AIFM1P1",27,1,319,5,4,3
"629","AIFM2",14206,52606,61369,35120,35076,42978
"630","AIFM3",35503,46726,87770,78300,62021,32823
"631","AIG1",482178,747583,1366598,1091850,1136253,972574
"632","AIM1",33331,69701,127152,122803,118411,87798
"633","AIM1L",844,981,2154,1657,1770,2249
"634","AIM2",4013,3280,2304,1481,1774,1892
"635","AIMP1",90440,161597,238576,191824,215821,183650
"636","AIMP1P1",12654,13691,27551,22311,24225,23256
"637","AIMP1P2",0,0,411,53,65,2
"638","AIMP2",18383,33432,53312,43738,52678,44652
"639","AIP",19516,25241,36231,39836,38530,31161
"640","AIPL1",735,530,776,208,153,1112
"641","AIRE",366,566,1325,1018,2733,2971
"642","AIRN",8872,13264,21425,14257,14638,15604
"643","AJAP1",128222,239812,358110,217778,208108,242847
"644","AJUBA",781,604,383,420,236,58
"645","AK1",29211,39589,62197,53737,64396,63636
"646","AK2",53588,89343,153957,106960,118164,108613
"647","AK2P1",72,253,281,442,272,188
"648","AK2P2",6,113,61,121,75,19
"649","AK3",153457,151230,264296,196256,204341,154607
"650","AK3P2",20,119,84,186,231,85
"651","AK3P3",3095,5990,9787,8603,8884,6441
"652","AK3P4",2,62,42,101,0,0
"653","AK3P5",212,70,48,121,52,50
"654","AK3P6",572,944,2054,1482,1292,917
"655","AK4",38255,76915,96183,74940,100089,113893
"656","AK4P1",1038,1461,1644,1025,1343,1287
"657","AK4P2",0,1,5,0,3,1
"658","AK4P3",199,518,519,537,820,266
"659","AK4P4",0,116,205,258,17,22
"660","AK4P5",0,0,3,0,0,8
"661","AK4P6",2,7,9,5,22,5
"662","AK5",601628,1735024,2953124,1626712,2627691,3518107
"663","AK6",72131,116357,157139,146914,161451,135819
"664","AK7",3433,9618,22364,18610,17091,18838
"665","AK8",15474,33383,43958,34642,33841,22414
"666","AK9",123532,206671,463355,367576,367649,333930
"667","AKAP1",69652,113933,147424,104107,111757,99619
"668","AKAP10",160169,304499,503671,373707,385712,386906
"669","AKAP11",385887,636326,970143,841953,846822,786110
"670","AKAP12",95553,178899,348837,259712,277458,236086
"671","AKAP13",103477,318506,529048,316263,406660,455226
"672","AKAP14",3644,6333,9076,5508,7057,6235
"673","AKAP17A",948,2382,3248,2522,2864,2161
"674","AKAP17BP",0,249,280,126,118,610
"675","AKAP2",0,0,220,41,163,132
"676","AKAP3",5034,11261,15179,14235,12162,13309
"677","AKAP4",5,22,240,61,30,29
"678","AKAP5",43375,129797,151379,100847,87296,89621
"679","AKAP6",1686435,2509566,5089604,3919770,4245391,4202232
"680","AKAP7",150744,250342,411661,336519,336226,294560
"681","AKAP8",52622,103795,152992,105708,107429,113860
"682","AKAP8L",162249,392299,534854,354441,393200,357688
"683","AKAP8P1",0,28,0,6,158,0
"684","AKAP9",1002681,1511637,2307338,1881854,2064996,1862829
"685","AKIP1",38092,45876,76032,62463,69746,58213
"686","AKIRIN1",51211,102305,167859,128216,133243,136394
"687","AKIRIN1P1",0,230,350,130,171,192
"688","AKIRIN2",54042,87010,120385,89466,101631,94415
"689","AKIRIN2P1",19,25,32,24,21,30
"690","AKNA",15335,21094,45213,28347,22094,23859
"691","AKNAD1",2952,8764,15396,7427,8467,13645
"692","AKR1A1",51261,86108,106955,102812,114049,100544
"693","AKR1B1",68571,132670,180987,144636,154974,125497
"694","AKR1B10",241,1064,1104,1723,913,873
"695","AKR1B10P1",1,130,204,14,18,281
"696","AKR1B10P2",0,19,159,114,538,90
"697","AKR1B15",1082,5587,7530,3474,4316,3875
"698","AKR1B1P1",1234,2217,3547,3407,3441,2473
"699","AKR1B1P2",133,52,93,83,212,99
"700","AKR1B1P3",525,2703,4853,4027,2411,1718
"701","AKR1B1P4",18,8,14,93,333,3
"702","AKR1B1P5",661,2172,380,2,96,243
"703","AKR1B1P6",15,21,21,25,24,19
"704","AKR1B1P7",46,122,81,47,151,56
"705","AKR1B1P8",0,0,1,1,0,11
"706","AKR1C1",9766,18047,25652,23735,37574,39000
"707","AKR1C2",14298,30950,44730,34128,41378,43646
"708","AKR1C3",25614,24128,32713,19400,23260,30286
"709","AKR1C4",51,229,137,106,153,121
"710","AKR1C6P",6288,17993,30802,27781,23721,33501
"711","AKR1C7P",4,28,82,19,10,16
"712","AKR1C8P",248,1311,2003,924,2166,2978
"713","AKR1D1",1574,725,2353,2248,1597,1156
"714","AKR1D1P1",13273,16385,25442,26540,21123,16060
"715","AKR1E2",18577,30206,57608,50593,53950,56733
"716","AKR7A2",19542,26252,44178,30581,39285,37348
"717","AKR7A2P1",1561,2084,2989,2698,3020,2034
"718","AKR7A3",8341,15367,20010,12911,15513,15893
"719","AKR7L",6898,17947,17563,12131,13182,13021
"720","AKT1",4335,11886,19278,11528,12892,13126
"721","AKT1S1",7538,7664,14249,12087,12198,11446
"722","AKT2",63359,134497,239842,191851,184067,163860
"723","AKT3",1030590,2522054,4954684,3722323,3716770,3564496
"724","AKTIP",79417,121097,203595,162800,191268,158445
"725","ALAD",55758,101333,153446,122123,130998,111659
"726","ALAS1",26882,51637,61970,56691,62118,55822
"727","ALAS2",908,4247,2759,3224,4189,2426
"728","ALB",2123,7620,7473,4767,8804,10635
"729","ALCAM",710358,1068805,1944685,1926231,1784556,1098899
"730","ALDH16A1",3781,11547,15447,12669,10971,10114
"731","ALDH18A1",29800,72202,113857,91452,93034,81025
"732","ALDH1A1",3919,10276,20585,51434,38802,14270
"733","ALDH1A2",21849,19954,32317,36021,67824,55155
"734","ALDH1A3",5824,22492,101715,108030,99225,60199
"735","ALDH1B1",818,1857,3148,3347,4194,3113
"736","ALDH1L1",12163,24852,44050,14217,20490,14459
"737","ALDH1L1-AS1",43,280,584,193,289,229
"738","ALDH1L1-AS2",2647,6954,8213,4249,2942,600
"739","ALDH1L2",69245,127034,271475,222317,235006,235168
"740","ALDH2",75316,94277,147242,103518,96631,83022
"741","ALDH3A1",61,1373,472,394,245,684
"742","ALDH3A2",81073,182749,281013,223285,219317,223349
"743","ALDH3B1",505,1873,1770,1643,811,2119
"744","ALDH3B2",177,260,629,350,457,443
"745","ALDH4A1",6908,9447,12955,6448,8299,6230
"746","ALDH5A1",100165,139520,299117,239258,221272,168264
"747","ALDH6A1",15313,18266,25185,21887,27839,27752
"748","ALDH7A1",58626,90069,124844,106249,115026,102250
"749","ALDH7A1P1",6845,20354,21571,5992,10030,15205
"750","ALDH7A1P2",6,537,724,867,1017,1357
"751","ALDH7A1P3",0,0,11,0,0,0
"752","ALDH7A1P4",0,27,88,45,1,141
"753","ALDH8A1",29006,67954,121903,85066,91733,97797
"754","ALDH9A1",54455,58739,89868,59505,59747,61576
"755","ALDOA",299327,384525,629812,712453,748951,573893
"756","ALDOAP1",54,56,136,119,131,174
"757","ALDOAP2",214,291,474,417,443,471
"758","ALDOB",5060,19879,29090,20162,21440,20202
"759","ALDOC",294348,294967,460389,396324,420419,258124
"760","ALG1",9632,15486,17395,18503,18278,15982
"761","ALG10",4545,8124,15080,10843,9692,11286
"762","ALG10B",18569,36133,49451,41082,42351,44098
"763","ALG11",29845,49286,71872,55121,58552,56465
"764","ALG12",32610,50360,67687,53488,60979,51577
"765","ALG13",175071,378905,604729,471938,446033,451413
"766","ALG14",68113,128106,230028,175721,181573,182974
"767","ALG1L",7179,10909,20277,14690,14914,19355
"768","ALG1L12P",1906,3895,6041,3850,3825,3036
"769","ALG1L14P",109,907,650,507,565,1276
"770","ALG1L15P",26,195,39,60,35,72
"771","ALG1L2",666,841,1408,1117,1855,1905
"772","ALG1L3P",63,37,125,77,65,55
"773","ALG1L5P",21,57,86,237,62,116
"774","ALG1L6P",1025,2320,2240,2127,2692,2405
"775","ALG1L7P",681,1007,741,771,1730,817
"776","ALG1L8P",75,139,552,356,175,192
"777","ALG1L9P",11126,22764,33974,31863,25433,22139
"778","ALG2",44041,67089,110949,82811,103088,85523
"779","ALG3",25596,38548,54237,47142,45348,41025
"780","ALG3P1",9,19,228,96,75,10
"781","ALG5",72365,142812,214066,155142,185678,171134
"782","ALG6",97218,131789,239051,186942,206267,174604
"783","ALG8",91766,156003,223695,176982,199501,191649
"784","ALG9",68291,116091,199303,170789,171441,165241
"785","ALK",789101,464512,791794,338367,450323,456922
"786","ALKBH1",29687,70044,109470,82461,80955,80518
"787","ALKBH2",14072,19481,29169,19439,23446,20451
"788","ALKBH3",31510,60641,90105,69331,90963,72468
"789","ALKBH3-AS1",1109,1571,4286,2571,2286,2118
"790","ALKBH4",8610,14438,22966,17591,17593,15798
"791","ALKBH5",34386,54945,88445,76296,71892,68513
"792","ALKBH6",43531,85821,165341,127906,154125,124756
"793","ALKBH7",7595,12316,21460,14055,20442,17525
"794","ALKBH8",67260,126929,201343,155625,161009,145804
"795","ALLC",1592,6480,12472,7004,6411,9769
"796","ALMS1",185591,408261,627570,467674,489869,533346
"797","ALMS1-IT1",258,507,2159,1280,1081,2196
"798","ALMS1P",11056,21956,34582,26470,30264,35897
"799","ALOX12",6153,12488,18046,11086,13721,17578
"800","ALOX12-AS1",53471,97426,165649,116438,141755,148153
"801","ALOX12B",3109,10172,12615,9987,9599,5322
"802","ALOX12P1",134,793,953,1255,1539,1196
"803","ALOX12P2",129010,243442,385032,230502,315820,372898
"804","ALOX15",762,2125,3528,2100,1083,3188
"805","ALOX15B",168,1575,3989,954,511,724
"806","ALOX15P1",293,2363,4819,2690,3454,2981
"807","ALOX15P2",294,593,879,682,217,682
"808","ALOX5",27946,45096,58096,32056,42402,29344
"809","ALOX5AP",7698,14016,10546,6612,10655,14156
"810","ALOXE3",2745,7076,10779,14232,7956,3888
"811","ALOXE3P1",0,0,165,18,6,0
"812","ALPI",0,0,5,1,2,1
"813","ALPK1",22838,24689,48444,38083,59498,100981
"814","ALPK2",1558,2465,4149,3527,3480,3594
"815","ALPK3",5448,14238,22581,24698,27367,16916
"816","ALPL",2418,4597,14482,19563,31705,10333
"817","ALPP",39,8,18,10,8,10
"818","ALPPL2",0,0,12,11,10,3
"819","ALS2",203643,383634,775396,668839,636468,557885
"820","ALS2CL",18453,74456,110750,43006,44082,28961
"821","ALS2CR11",40852,79293,117613,66701,82770,115888
"822","ALS2CR12",73577,196316,323140,161173,197365,266356
"823","ALX1",124,28,377,384,255,10
"824","ALX3",9366,11252,13559,11490,10162,10092
"825","ALX4",3878,7058,10678,8380,8103,5887
"826","ALYREF",2925,6211,8207,6056,6990,5567
"827","AMACR",909,2109,3717,2523,3306,1490
"828","AMBN",176,100,217,493,248,484
"829","AMBP",828,1571,1940,929,1450,914
"830","AMBRA1",125960,244661,441089,314514,342665,329474
"831","AMD1",144568,269976,411693,328159,297121,277345
"832","AMD1P1",301,388,710,240,209,1027
"833","AMDHD1",622,2776,2334,3118,2826,2584
"834","AMDHD2",5051,10702,12455,10129,12039,11018
"835","AMDP1",0,0,0,0,0,0
"836","AMELX",0,29,129,1,51,86
"837","AMELY",248,1034,963,547,530,462
"838","AMER1",3073,3757,8882,6037,5200,4486
"839","AMER2",71086,120043,225949,167101,189033,234928
"840","AMER3",10616,16947,31081,20525,24887,25276
"841","AMFR",68476,102488,149574,118461,127344,123069
"842","AMH",9991,11483,18133,12946,10931,7586
"843","AMHR2",64,113,368,138,141,213
"844","AMICA1",848,523,2924,392,690,417
"845","AMIGO1",63685,86814,113276,80778,98560,84731
"846","AMIGO2",10774,8285,14180,24402,20476,6186
"847","AMIGO3",1582,2171,2713,2110,3144,2043
"848","AMMECR1",273155,450129,734206,514759,486218,454769
"849","AMMECR1L",31148,56882,93726,79845,79065,72941
"850","AMMECR1LP1",181,1587,708,516,164,475
"851","AMN",276,560,874,356,1384,922
"852","AMN1",196290,328448,502868,388473,480257,466478
"853","AMOT",28668,48563,72695,49897,38971,28140
"854","AMOTL1",103275,94489,172355,106565,131513,122811
"855","AMOTL2",20376,25339,40423,42841,45415,60235
"856","AMPD1",182,184,3337,518,414,838
"857","AMPD2",69822,110268,141116,74408,85047,77431
"858","AMPD3",26043,71911,156842,100740,85786,55809
"859","AMPH",453010,879803,1568220,1192036,1259948,1311546
"860","AMT",30027,64302,78971,63560,59452,57489
"861","AMTN",49,78,2425,137,251,217
"862","AMY1A",0,4,4,3,8,3
"863","AMY1B",70,135,287,171,210,248
"864","AMY1C",6,6,7,4,12,13
"865","AMY2A",4221,14677,14836,10075,19149,20901
"866","AMY2B",181741,405340,683025,521630,588355,572418
"867","AMYP1",79,403,343,249,486,568
"868","AMZ1",18884,42301,48234,25131,34972,39121
"869","AMZ2",208884,330301,446125,314568,379047,351973
"870","AMZ2P1",130466,208981,299368,243215,258158,261957
"871","AMZ2P2",10,9,27,18,19,318
"872","ANAPC1",51742,90502,166437,133134,145057,123074
"873","ANAPC10",133064,232258,451514,348518,390516,363872
"874","ANAPC10P1",4425,5396,14739,11128,10078,12066
"875","ANAPC11",49148,67356,92486,97958,103058,95130
"876","ANAPC13",79048,101052,146083,163315,176370,140872
"877","ANAPC15",19812,37331,44002,51161,54224,43047
"878","ANAPC16",158502,213508,357404,276187,277473,287810
"879","ANAPC1P1",1222,1100,1954,1900,1311,1132
"880","ANAPC2",6014,11476,15282,10760,12388,10379
"881","ANAPC4",194737,397415,597339,548539,493278,360750
"882","ANAPC5",283490,465023,780912,720312,769796,724084
"883","ANAPC7",109333,199339,305747,254834,275461,250219
"884","ANG",97,366,289,487,42,1848
"885","ANGEL1",48053,114813,158302,120888,132521,113174
"886","ANGEL2",73586,164110,230010,176487,195556,198791
"887","ANGPT1",69614,66337,78693,38114,40122,43068
"888","ANGPT2",6079,10557,20326,10992,13730,12238
"889","ANGPT4",274,1961,1880,1205,742,1089
"890","ANGPTL1",4266,9904,12458,12735,14186,15295
"891","ANGPTL2",5580,6441,9391,8217,9045,13670
"892","ANGPTL3",2655,5559,6927,5282,5968,9006
"893","ANGPTL4",5215,5882,11444,2856,7510,15878
"894","ANGPTL5",9857,28473,44801,29769,39897,46991
"895","ANGPTL6",6240,11376,14434,12224,10719,11874
"896","ANGPTL7",1027,862,4427,1149,559,543
"897","ANHX",76,137,140,149,394,156
"898","ANK1",97730,165731,325380,185541,175394,94241
"899","ANK2",2258170,4370830,8521258,7219925,7644587,7282921
"900","ANK3",2369309,4381923,7746141,5686456,6308217,6491454
"901","ANKAR",113463,216355,311556,237658,256617,253382
"902","ANKDD1A",185417,308987,413496,264719,285803,296703
"903","ANKDD1B",36985,87081,134512,115946,109515,109665
"904","ANKEF1",1813,4767,7022,4277,5930,4107
"905","ANKFN1",223446,188674,233764,91745,120547,124784
"906","ANKFY1",134792,288830,451969,373218,368400,311555
"907","ANKH",393561,547332,973332,663272,670900,748541
"908","ANKHD1",29666,53217,84015,75321,77545,70638
"909","ANKHD1-EIF4EBP3",16163,30652,57405,40656,46927,41708
"910","ANKIB1",479062,838992,1486054,1139544,1231230,1263270
"911","ANKK1",927,3203,5306,5969,4960,2859
"912","ANKLE1",2467,7976,8689,9142,7571,7791
"913","ANKLE2",62688,107737,175080,137718,137514,143571
"914","ANKMY1",69707,122387,185842,129344,142346,147168
"915","ANKMY2",73985,177693,270575,196043,229748,261092
"916","ANKRA2",80980,136781,182000,140298,161971,140007
"917","ANKRD1",1486,2332,4772,3254,2547,2929
"918","ANKRD10",348533,770098,1128875,858123,988785,1035138
"919","ANKRD11",220440,424332,627280,434953,492012,496607
"920","ANKRD12",891727,1323131,2164636,1663011,1971668,1868875
"921","ANKRD13A",66799,96126,200757,157841,198549,189188
"922","ANKRD13B",25294,52990,73960,44585,49326,60907
"923","ANKRD13C",187927,332083,535068,440555,453153,421746
"924","ANKRD13D",54538,97279,147136,116901,123142,104967
"925","ANKRD16",42113,72041,137676,93732,95155,92283
"926","ANKRD17",637644,1402469,2431894,1839867,1910431,1866661
"927","ANKRD18A",24525,67478,208917,231614,268271,343988
"928","ANKRD18B",71010,237114,373302,210516,156025,106180
"929","ANKRD18DP",11872,34209,116095,88325,82859,48765
"930","ANKRD18EP",0,0,0,0,0,0
"931","ANKRD19P",96395,172303,302579,247391,282470,273913
"932","ANKRD2",3922,3911,11738,9466,11793,6429
"933","ANKRD20A1",11656,28907,47985,32987,36285,39500
"934","ANKRD20A10P",0,0,0,0,0,0
"935","ANKRD20A11P",28526,106929,108408,89080,65327,38737
"936","ANKRD20A16P",17081,37800,51100,35618,36317,34480
"937","ANKRD20A17P",2750,7232,9475,6584,6531,6891
"938","ANKRD20A18P",7399,11537,16117,10052,10434,7618
"939","ANKRD20A19P",22568,12125,4930,2079,1406,3099
"940","ANKRD20A2",2815,5524,10420,6294,7489,7063
"941","ANKRD20A20P",18029,43670,89956,61973,67384,63677
"942","ANKRD20A3",4474,10094,18720,11230,13367,12580
"943","ANKRD20A4",18568,50381,89315,65803,72810,65482
"944","ANKRD20A5P",144384,355642,541409,328809,427617,404328
